1611,816,0,50
3480,292,0,50
3354,998,0,49
934,12,0,49
3260,929,0,48
2770,447,0,48
2761,56,0,48
2272,17,0,48
3739,941,0,46
1933,659,0,46
4971,388,0,46
518,379,0,46
630,362,0,44
3315,520,0,43
3102,626,0,42
1949,297,0,42
4054,295,0,42
143,994,0,41
3326,717,0,41
1912,958,0,40
2445,856,0,40
379,785,0,40
1641,122,0,39
2581,28,0,39
419,14,0,38
3997,734,0,37
3272,228,0,36
4461,11,0,36
2637,149,0,35
2849,28,0,35
1393,768,0,34
4391,887,0,33
3047,850,0,33
1058,888,0,32
345,600,0,32
3427,732,0,31
3241,887,0,30
2268,143,0,30
2437,511,0,29
4041,126,0,29
1140,609,0,28
2735,289,0,28
2140,180,0,28
497,164,0,28
3242,41,0,28
1752,849,0,27
2764,817,0,27
141,472,0,27
3066,263,0,27
3341,393,0,26
1041,232,0,26
3083,138,0,26
2726,623,0,25
4012,655,0,23
1736,333,0,23
4440,151,0,23
4266,822,0,22
2538,586,0,21
4018,529,0,21
391,229,0,20
1294,858,0,19
3631,662,0,19
4113,637,0,19
800,470,0,19
3426,845,0,18
4844,73,0,18
1264,698,0,17
1945,310,0,17
3267,660,0,16
3381,517,0,16
3503,267,0,16
915,707,0,15
1534,11,0,14
3178,241,0,13
2345,689,0,12
2897,956,0,11
2893,406,0,11
946,361,0,10
3388,178,0,10
2924,140,0,10
1143,987,0,9
1998,808,0,9
4769,655,0,9
1985,926,0,8
526,651,0,8
4060,46,0,8
237,266,0,7
2620,552,0,5
3969,469,0,5
4173,927,0,4
3514,204,0,4
3875,177,0,4
2282,870,0,3
2642,474,0,3
3227,435,0,2
1270,405,0,2
2802,173,0,2
2496,936,0,1
3607,914,0,1
4051,858,1,50
4208,819,1,50
2085,476,1,50
3771,712,1,49
3908,526,1,49
4477,157,1,49
3582,44,1,49
4488,682,1,47
1795,545,1,47
3633,80,1,47
390,292,1,46
343,123,1,46
164,22,1,46
922,774,1,45
2287,774,1,45
1202,391,1,45
2206,278,1,45
2111,271,1,45
2486,541,1,44
1310,394,1,44
1404,983,1,43
2940,971,1,42
754,889,1,40
740,542,1,40
1126,207,1,40
3626,559,1,39
3767,100,1,39
1243,41,1,39
1323,906,1,38
4142,748,1,38
4569,568,1,38
36,241,1,38
2076,784,1,37
127,687,1,37
1850,630,1,37
3698,142,1,37
4957,280,1,35
3274,10,1,35
760,544,1,34
1241,739,1,33
4886,574,1,33
1295,905,1,31
2621,194,1,30
1072,929,1,29
2669,757,1,29
4351,666,1,29
2886,390,1,29
352,200,1,29
3676,77,1,29
1593,380,1,27
2094,811,1,26
3535,769,1,26
4336,622,1,26
3589,640,1,25
165,531,1,25
1509,195,1,25
986,145,1,25
129,765,1,24
2142,490,1,23
858,225,1,23
1023,920,1,22
3543,525,1,22
1445,368,1,22
2005,700,1,21
2189,465,1,21
1361,873,1,19
154,567,1,19
4049,624,1,18
1183,510,1,18
415,244,1,18
4263,193,1,17
3690,486,1,16
4316,212,1,16
612,150,1,16
4922,75,1,15
2212,852,1,14
1625,684,1,14
1900,343,1,13
1517,918,1,12
632,605,1,12
1461,598,1,12
4584,496,1,12
1972,596,1,10
4215,38,1,10
2183,783,1,9
1857,181,1,9
3522,106,1,9
656,817,1,6
57,450,1,6
1544,842,1,5
1730,164,1,5
3125,845,1,4
1578,539,1,4
4821,206,1,4
2231,225,1,3
817,909,1,1
4154,365,1,1
4591,168,1,1
2604,80,1,1
2290,203,2,50
4950,119,2,49
3249,729,2,48
4860,685,2,47
1257,986,2,46
4468,295,2,46
2717,478,2,44
483,297,2,44
2800,870,2,43
433,856,2,43
903,690,2,43
3040,628,2,43
4924,156,2,43
1560,587,2,42
4483,936,2,41
882,756,2,41
2074,622,2,41
3080,920,2,39
768,245,2,39
3834,51,2,39
4963,841,2,37
989,299,2,36
1632,978,2,32
4901,323,2,32
3384,156,2,32
884,770,2,31
554,756,2,31
3121,332,2,31
1662,125,2,31
1325,946,2,30
806,929,2,30
4285,460,2,30
1749,26,2,30
3488,603,2,28
1793,213,2,28
4321,111,2,28
2131,972,2,27
2065,649,2,27
1135,223,2,27
1765,860,2,26
412,593,2,26
1316,33,2,26
1351,122,2,25
834,77,2,25
2468,826,2,24
2636,42,2,24
511,605,2,23
2755,669,2,22
4897,377,2,22
2509,190,2,20
901,891,2,19
268,712,2,19
2239,64,2,19
1791,445,2,18
4558,345,2,18
728,994,2,17
4981,418,2,17
9,119,2,16
4635,147,2,15
2553,472,2,14
2331,910,2,13
717,940,2,12
102,503,2,12
954,193,2,11
1806,41,2,11
665,456,2,10
4949,287,2,9
2278,385,2,7
4898,105,2,7
3577,636,2,6
3612,536,2,5
4921,557,2,4
2749,275,2,4
2823,956,2,3
2255,942,2,3
4401,757,2,3
2188,693,2,2
1784,977,2,1
4564,728,3,50
66,645,3,49
1357,459,3,49
2602,426,3,49
4557,173,3,49
2388,105,3,49
1693,93,3,49
604,432,3,48
411,340,3,48
1384,456,3,47
1743,318,3,47
4618,591,3,46
1089,710,3,45
3591,441,3,44
4611,512,3,43
1553,326,3,43
3070,147,3,43
4386,107,3,43
2060,912,3,42
2176,505,3,42
1233,231,3,41
161,756,3,40
715,585,3,40
3784,797,3,38
559,280,3,38
732,127,3,38
4495,895,3,37
926,598,3,37
3579,606,3,36
4918,135,3,36
2090,999,3,34
1639,616,3,34
4362,574,3,34
869,393,3,34
4267,70,3,34
2962,704,3,33
4985,526,3,33
1505,468,3,33
3576,189,3,33
3914,186,3,33
2551,653,3,32
314,574,3,32
3528,509,3,32
2008,470,3,32
2693,454,3,32
3437,127,3,32
797,63,3,32
1686,377,3,30
3721,218,3,30
3403,964,3,29
4975,896,3,28
4929,132,3,28
1835,801,3,27
3151,115,3,27
29,669,3,26
4098,623,3,26
3664,537,3,26
1812,856,3,25
2774,850,3,25
1198,471,3,25
2267,962,3,24
3392,905,3,23
902,147,3,23
3704,649,3,22
4419,260,3,22
2664,992,3,21
3243,541,3,21
1378,505,3,21
918,256,3,20
251,97,3,20
2002,876,3,19
2822,761,3,19
4969,150,3,19
2871,81,3,19
2299,930,3,18
2687,662,3,18
819,554,3,18
1043,317,3,18
598,139,3,18
1541,449,3,17
3960,89,3,17
2596,573,3,16
3516,496,3,16
2202,674,3,15
1341,575,3,15
3393,331,3,14
2877,57,3,14
1601,105,3,13
421,316,3,12
32,101,3,12
1822,845,3,11
206,514,3,11
3730,467,3,10
4638,264,3,10
4988,927,3,9
3813,656,3,9
2541,386,3,9
3716,650,3,8
1085,553,3,8
2487,575,3,7
796,754,3,5
1101,616,3,5
4740,448,3,5
963,419,3,5
1456,123,3,4
3277,530,3,3
409,376,3,3
4676,663,3,2
1049,220,3,2
1588,465,4,50
4784,457,4,50
1848,425,4,50
2583,585,4,48
1555,223,4,47
236,290,4,45
2679,724,4,43
121,654,4,43
3050,266,4,43
4372,183,4,43
3964,613,4,42
1859,600,4,42
4123,896,4,41
642,609,4,41
4264,516,4,41
3279,458,4,41
4230,863,4,40
1433,658,4,40
45,554,4,40
3297,490,4,40
3335,264,4,40
1494,222,4,40
2672,215,4,40
3456,997,4,39
2948,39,4,39
1033,943,4,38
1514,871,4,37
1999,630,4,37
4887,607,4,37
2474,378,4,37
2578,321,4,37
4791,189,4,36
65,176,4,36
4490,616,4,35
3766,975,4,34
4389,723,4,34
4935,432,4,34
3221,365,4,34
2387,239,4,34
1060,756,4,33
4062,655,4,33
3424,624,4,33
829,289,4,33
1096,923,4,32
931,812,4,32
186,458,4,31
175,192,4,31
507,138,4,31
1432,633,4,30
2194,723,4,29
4327,378,4,29
3035,225,4,29
302,43,4,29
211,997,4,28
4839,52,4,28
2175,509,4,26
1974,378,4,26
1981,968,4,24
634,819,4,24
16,379,4,24
1440,505,4,23
4337,126,4,23
2843,44,4,21
4657,933,4,20
4084,202,4,20
4306,64,4,20
1122,435,4,19
3386,298,4,19
651,195,4,19
4099,653,4,18
2750,511,4,18
4503,313,4,17
2366,260,4,17
1982,87,4,15
242,450,4,14
4127,546,4,13
676,409,4,13
3773,887,4,12
4464,498,4,12
981,373,4,11
3905,326,4,10
3710,570,4,9
3336,994,4,8
1526,876,4,6
2476,981,4,5
3453,594,4,5
4820,871,4,4
3254,446,4,4
1547,110,4,4
131,971,4,3
2048,748,4,3
1847,404,4,3
2982,366,4,3
4991,826,4,2
1860,484,4,2
2298,236,4,2
3595,100,4,2
2767,847,5,50
23,92,5,50
230,938,5,49
3106,398,5,49
2645,857,5,48
134,613,5,48
369,979,5,47
4138,777,5,47
3705,319,5,46
2790,269,5,46
3061,108,5,46
3216,709,5,44
3287,389,5,44
1929,246,5,44
1657,784,5,43
3649,185,5,43
749,51,5,43
631,928,5,41
2393,790,5,41
997,328,5,40
4118,944,5,39
3317,528,5,39
4354,479,5,39
1412,350,5,39
464,86,5,39
4205,833,5,38
3213,588,5,38
4641,408,5,35
1359,393,5,35
618,349,5,35
1828,483,5,34
1204,23,5,34
1090,965,5,33
492,860,5,33
553,553,5,32
1687,522,5,32
2497,274,5,32
3684,237,5,32
2970,597,5,31
2265,903,5,30
4710,719,5,30
48,635,5,30
731,707,5,29
3920,460,5,29
123,837,5,28
4157,146,5,28
4015,784,5,27
3204,156,5,27
2869,531,5,25
4718,330,5,25
